category,cz_cec_doe,city_ind,utility,Freq,roof_sqft.x,OID,latitude,longitude,roof_sqft.y,floor_sqft,diff,month,n,min_io,min_irr,max_p,max_punmet,num_floors,in_over_out_mo,clp_index,clp_name,clp_multiplier,critical_load_pct,dur_index,dur_name,dur_duration,roof_sqft
Sec,2_3C,1,Pacific Gas & Electric Company,0.75,196445.8043,9888,38.33140928,-122.3218617,188338.4883,275000,8107.31598,8,1,NA,NA,NA,0.000357102,1.4,1.205689365,4,high_medium,1,1.205689365,2,4 day,96,196400
CC,9_3C,0,Southern California Edison,0.1,3198.771136,16572,34.4167812,-118.7911723,3104.271362,3200,94.49977388,8,1,NA,NA,0.002227033,NA,1,0.939916022,5,high,1.333333333,1.253221363,2,4 day,96,3200
CC,12_3B,1,Pacific Gas & Electric Company,0.75,21253.63252,3812,38.02155576,-121.2820494,21121.04362,25500,132.5888979,7,1,NA,NA,0.002819978,NA,1.2,0.631438626,5,high,1.333333333,0.841918168,3,8 day,192,21300
W,2_3C,0,Pacific Gas & Electric Company,0.1,2543.392154,13627,38.22499715,-122.6440874,2580.361123,2500,36.96896902,7,1,NA,NA,0.00097612,NA,1,2.16525139,5,high,1.333333333,2.887001853,2,4 day,96,2500
CC,9_3B,0,Southern California Edison,0.1,3198.771136,11568,33.96915894,-118.0376287,2857.041478,3200,341.7296584,8,1,NA,NA,0.002558643,NA,1,0.819233789,2,low_medium,0.666666667,0.54615586,1,2 day,48,3200
Pri,12_3C,1,Pacific Gas & Electric Company,0.5,52939.76874,525,37.67207839,-121.8709335,51568.24098,68800,1371.527751,1,1,0.530796936,NA,NA,NA,1.3,0.530796936,1,low,0.5,0.265398468,2,4 day,96,52900
Coll,16_4B,0,Pacific Gas & Electric Company,0.75,100591.4455,2013,38.9265174,-119.9721312,155923.4843,100600,55332.03882,1,1,NA,5040,NA,NA,1,1.181334799,1,low,0.5,0.5906674,3,8 day,192,100600
CC,12_3B,0,Turlock Irrigation District,0,720.6762352,4243,37.45229051,-120.700935,809.6957753,700,89.01954007,1,2,0.688575791,3110,NA,NA,1,0.688575791,2,low_medium,0.666666667,0.459050528,1,2 day,48,700
Pri,6_3B,1,Southern California Edison,0.75,67085.79308,8956,34.02401207,-118.497612,66020.90616,87200,1064.886926,12,2,0.610198364,4520,NA,NA,1.3,0.610198364,3,medium,0.8,0.488158691,3,8 day,192,67100
CC,9_3B,0,Southern California Edison,0.9,35182.88873,6575,34.13619545,-118.7130113,33213.87774,35200,1969.010986,8,1,NA,NA,0.002558643,NA,1,0.819233789,5,high,1.333333333,1.092311719,1,2 day,48,35200
CC,4_3C,0,Pacific Gas & Electric Company,0.75,21253.63252,8736,37.26706171,-122.0156895,21196.42232,21300,57.21019368,7,1,NA,NA,0.00225119,NA,1,0.941436753,5,high,1.333333333,1.255249004,1,2 day,48,21300
CC,9_3B,1,Los Angeles Department of Water & Power,0.9,35182.88873,7792,34.05693359,-118.3590654,39938.51998,42200,4755.631248,8,1,NA,NA,0.002558643,NA,1.2,0.682694824,3,medium,0.8,0.54615586,2,4 day,96,35200
W,1_3C,0,Pacific Gas & Electric Company,0.25,4413.584968,12672,38.33510452,-123.0463112,4118.037482,4400,295.5474854,5,1,NA,NA,NA,0.001098878,1,2.560854889,4,high_medium,1,2.560854889,1,2 day,48,4400
CC,12_3B,0,Turlock Irrigation District,0.25,6010.724309,15591,37.55681554,-120.9075472,6117.445282,6000,106.7209732,7,1,NA,NA,0.002819978,NA,1,0.757726351,3,medium,0.8,0.606181081,2,4 day,96,6000
W,10_3B,1,Southern California Edison,0.5,8158.175525,16661,34.05383853,-117.1812236,8182.403756,8200,24.22823148,12,1,NA,4890,NA,NA,1,1.963572097,1,low,0.5,0.981786048,2,4 day,96,8200
Sec,9_3C,1,Southern California Edison,0.9,259158.6438,2284,34.21100756,-118.8697887,279692.0924,362800,20533.44858,12,2,0.748637252,4830,NA,NA,1.4,0.748637252,5,high,1.333333333,0.998183002,1,2 day,48,259200
Pri,6_3C,0,Southern California Edison,0.1,12924.50181,15125,34.47412886,-120.1996903,11999.09718,12900,925.4046307,12,2,0.868358059,4790,NA,NA,1,0.868358059,5,high,1.333333333,1.157810745,3,8 day,192,12900
CC,10_3B,1,Southern California Edison,0.99,118774.7684,422,33.4946059,-117.1473887,62579.88583,142500,56194.8826,7,1,0.611611461,NA,NA,NA,1.2,0.611611461,2,low_medium,0.666666667,0.407740974,2,4 day,96,118800
W,3_3C,1,Pacific Gas & Electric Company,0.99,63974.19884,4170,37.86629181,-122.2603559,50258.74188,64000,13715.45696,12,2,1.485164131,3500,NA,NA,1,1.485164131,3,medium,0.8,1.188131305,1,2 day,48,64000
W,8_3B,0,Southern California Edison,0.25,4413.584968,3918,33.86082477,-118.1408356,4459.225071,4400,45.6401039,4,1,NA,NA,NA,0.001008885,1,2.1264538,2,low_medium,0.666666667,1.417635867,1,2 day,48,4400
Sec,1_4C,0,Pacific Gas & Electric Company,0.01,1705.352786,13426,40.32165168,-124.2850282,13097.10897,2000,11391.75618,12,2,0.586504194,2960,NA,NA,1.2,0.586504194,3,medium,0.8,0.469203355,1,2 day,48,1700
CC,10_3B,1,City of Riverside,0.5,11698.76992,691,33.93923352,-117.4620972,11673.19638,14000,25.57354605,8,1,NA,NA,0.002859508,NA,1.2,0.61678712,3,medium,0.8,0.493429696,2,4 day,96,11700
CC,3_3C,1,Pacific Gas & Electric Company,0,720.6762352,13076,37.02559212,-121.7507071,864.9068712,900,144.2306359,4,1,NA,NA,NA,0.000192002,1.2,1.117495352,1,low,0.5,0.558747676,2,4 day,96,700
Coll,12_3B,1,Sacramento Municipal Utility District,0.5,19634.8968,10080,38.54857428,-121.4728075,20103.21581,19600,468.3190073,4,1,NA,NA,NA,0.000494583,1,1.352235594,5,high,1.333333333,1.802980792,3,8 day,192,19600
Pri,11_3B,1,Pacific Gas & Electric Company,0.01,1655.672317,16606,39.74211319,-121.8143635,4756.764162,2200,3101.091846,8,1,NA,NA,NA,-2.08E-05,1.3,0.99044401,3,medium,0.8,0.792355208,2,4 day,96,1700
CC,8_3B,1,Los Angeles Department of Water & Power,0.99,118774.7684,1691,33.95719945,-118.2684958,127312.974,142500,8538.205611,12,1,NA,4670,NA,NA,1.2,0.718453763,5,high,1.333333333,0.95793835,2,4 day,96,118800
W,8_3B,0,Southern California Edison,0.5,8158.175525,5441,33.81072796,-118.0574893,8166.581427,8200,8.40590197,8,1,NA,NA,0.001224268,NA,1,1.66709061,3,medium,0.8,1.333672488,1,2 day,48,8200
CC,11_5B,0,Pacific Gas & Electric Company,0.1,3198.771136,16694,39.36946067,-121.1031707,3433.26051,3200,234.4893742,4,1,NA,NA,NA,0.000268645,1,1.178819948,1,low,0.5,0.589409974,1,2 day,48,3200
CC,2_3C,1,Pacific Gas & Electric Company,0.01,1176.130698,10025,38.29813025,-122.2871143,2178.370705,1400,1002.240008,7,1,NA,NA,0.002040365,NA,1.2,0.86322248,5,high,1.333333333,1.150963307,2,4 day,96,1200
Pri,8_3B,1,Los Angeles Department of Water & Power,0.1,12924.50181,518,33.9493303,-118.3171949,16082.19239,16800,3157.690574,12,2,0.612030413,4670,NA,NA,1.3,0.612030413,4,high_medium,1,0.612030413,1,2 day,48,12900
W,9_3B,0,Southern California Edison,0.75,14812.45113,8082,34.0328666,-118.1870366,14831.4833,14800,19.03217332,8,1,NA,NA,0.001165313,NA,1,1.798767564,1,low,0.5,0.899383782,1,2 day,48,14800
Coll,8_3B,0,City of Anaheim Public Utilities Department,0.75,100591.4455,9244,33.8499783,-117.9455224,26519.8605,100600,74071.58501,7,1,NA,NA,NA,0.000396041,1,1.24377742,3,medium,0.8,0.995021936,3,8 day,192,100600
Pri,4_3C,0,Pacific Gas & Electric Company,0.01,1655.672317,1903,35.59946279,-120.8131971,1320.167156,1700,335.5051611,6,1,NA,NA,0.002067156,NA,1,1.001375005,1,low,0.5,0.500687503,1,2 day,48,1700
CC,10_3B,0,Southern California Edison,0.1,3198.771136,8234,33.62456636,-117.3234004,3460.361534,3200,261.5903977,3,1,NA,NA,NA,0.000265926,1,1.169811289,5,high,1.333333333,1.559748385,2,4 day,96,3200
Sec,8_3B,1,Southern California Edison,0.99,363477.3211,1302,33.87204504,-118.1839869,363974.9824,508900,497.661284,7,1,NA,NA,NA,-0.000253799,1.4,0.888412443,3,medium,0.8,0.710729954,2,4 day,96,363500
Coll,12_4B,0,Pacific Gas & Electric Company,0.01,720.185473,13321,38.0278478,-120.3863289,699.1399964,700,21.04547656,1,1,0.87193759,NA,NA,NA,1,0.87193759,4,high_medium,1,0.87193759,3,8 day,192,700
W,11_3B,0,Pacific Gas & Electric Company,0.25,4413.584968,16350,39.21158837,-122.007157,4173.627259,4400,239.9577086,7,1,NA,NA,0.001375573,NA,1,1.555479696,3,medium,0.8,1.244383756,1,2 day,48,4400
Pri,10_3B,1,Southern California Edison,0.99,150264.4189,9342,33.47837483,-117.1147888,160895.3536,195300,10630.93463,6,2,0.67415669,NA,0.002272481,NA,1.3,0.67415669,3,medium,0.8,0.539325352,2,4 day,96,150300
Coll,13_3B,1,Pacific Gas & Electric Company,0.9,457404.7752,14371,36.76745898,-119.7962368,532477.9299,457400,75073.15471,1,2,0.76025295,3260,NA,NA,1,0.76025295,4,high_medium,1,0.76025295,2,4 day,96,457400
Coll,9_3B,1,Southern California Edison,0.1,1977.955545,12822,34.17330461,-118.1197281,3484.147919,2000,1506.192374,12,1,NA,4790,NA,NA,1,0.979502496,2,low_medium,0.666666667,0.653001664,1,2 day,48,2000
W,7_3B,1,San Diego Gas & Electric,0.25,4413.584968,12880,32.70301661,-117.1254691,4414.800304,4400,1.215336312,8,1,NA,NA,0.001103082,NA,1,1.792336535,5,high,1.333333333,2.389782047,2,4 day,96,4400
W,6_3C,0,Southern California Edison,0.75,14812.45113,14496,34.43399813,-119.8140542,16369.33554,14800,1556.88441,4,1,NA,NA,NA,0.001093148,1,2.392125084,5,high,1.333333333,3.189500112,3,8 day,192,14800
Pri,15_3B,0,Imperial Irrigation District,0.25,34543.24085,2900,33.67939703,-116.2063728,29119.61794,34500,5423.622912,4,1,NA,NA,NA,0.000101442,1,1.050782128,1,low,0.5,0.525391064,3,8 day,192,34500
Sec,15_2B,1,Imperial Irrigation District,0.75,196445.8043,713,32.78883447,-115.5645911,170241.3881,275000,26204.41614,6,2,0.522351384,NA,0.002878244,NA,1.4,0.522351384,4,high_medium,1,0.522351384,1,2 day,48,196400
Coll,5_3C,0,Pacific Gas & Electric Company,0.9,457404.7752,9364,34.94408143,-120.4213258,419308.7955,457400,38095.97963,6,1,NA,NA,0.001592983,NA,1,1.242949568,1,low,0.5,0.621474784,3,8 day,192,457400
Pri,15_2B,0,Imperial Irrigation District,0.5,52939.76874,9297,33.23729151,-115.5175639,50160.52042,52900,2779.248316,12,1,NA,5600,NA,NA,1,1.013290415,3,medium,0.8,0.810632332,3,8 day,192,52900
Sec,10_3B,0,San Diego Gas & Electric,0.25,62916.35818,15704,33.13725562,-117.0551632,76071.44255,75500,13155.08438,6,2,0.771383744,NA,0.002151556,NA,1.2,0.771383744,1,low,0.5,0.385691872,3,8 day,192,62900
Coll,2_4B,0,Pacific Gas & Electric Company,0.5,19634.8968,9317,39.08937041,-122.7887742,20216.71508,19600,581.8182845,6,1,NA,NA,0.001873174,NA,1,1.106625095,5,high,1.333333333,1.475500126,2,4 day,96,19600
CC,9_3B,1,Los Angeles Department of Water & Power,0.25,6010.724309,8073,34.08572294,-118.1900107,6113.613953,7200,102.8896444,10,1,0.670852844,NA,NA,NA,1.2,0.670852844,2,low_medium,0.666666667,0.447235229,2,4 day,96,6000
CC,14_3B,0,San Diego Gas & Electric,0.01,1176.130698,6078,32.61730896,-116.1871008,3058.518549,1200,1882.387851,7,2,0.625894089,NA,0.003311904,NA,1,0.625894089,2,low_medium,0.666666667,0.417262726,2,4 day,96,1200
Coll,8_3B,0,Southern California Edison,0.5,19634.8968,1141,33.87756788,-117.8834315,22786.55378,19600,3151.656977,7,1,NA,NA,NA,0.000396041,1,1.24377742,4,high_medium,1,1.24377742,2,4 day,96,19600
W,16_5B,0,Pacific Gas & Electric Company,0.75,14812.45113,16470,41.48242316,-120.5539897,12197.25603,14800,2615.1951,7,1,NA,NA,0.001124096,NA,1,1.846643825,5,high,1.333333333,2.462191766,3,8 day,192,14800
Coll,9_3B,1,Southern California Edison,0.5,19634.8968,12820,34.17350267,-118.1190158,17803.56481,19600,1831.331994,12,1,NA,4790,NA,NA,1,0.979502496,5,high,1.333333333,1.306003327,2,4 day,96,19600
W,4_3C,1,Pacific Gas & Electric Company,0.01,1066.972869,14665,37.28415736,-121.9025525,1230.381541,1100,163.4086721,7,1,NA,NA,0.001053747,NA,1,2.011254155,5,high,1.333333333,2.681672207,3,8 day,192,1100
Sec,5_3C,0,Pacific Gas & Electric Company,0.9,259158.6438,440,35.38198015,-120.8591522,260662.0749,311000,1503.431044,6,1,NA,NA,0.001592983,NA,1.2,1.035791307,1,low,0.5,0.517895653,3,8 day,192,259200
Coll,6_3B,0,Southern California Edison,0.9,457404.7752,28,33.73373676,-118.0035655,611579.2292,457400,154174.4541,6,1,NA,NA,0.001847866,NA,1,0.994520061,3,medium,0.8,0.795616049,3,8 day,192,457400
Sec,7_3B,1,San Diego Gas & Electric,0.5,115160.0833,243,32.78814292,-117.1724716,122068.1988,161200,6908.115499,4,1,NA,NA,NA,-8.72E-05,1.4,0.956791006,3,medium,0.8,0.765432805,3,8 day,192,115200
W,10_3B,0,San Diego Gas & Electric,0.25,4413.584968,18301,32.85018401,-116.9177656,4379.990297,4400,33.59467093,12,1,NA,4890,NA,NA,1,1.963572097,5,high,1.333333333,2.618096129,1,2 day,48,4400
Pri,9_3B,0,Southern California Edison,0.5,52939.76874,4855,33.96979423,-118.0756419,52883.15853,52900,56.61020055,12,2,0.813204612,4790,NA,NA,1,0.813204612,5,high,1.333333333,1.084272816,3,8 day,192,52900
W,13_3B,1,Pacific Gas & Electric Company,0,651.5666403,13850,35.37505037,-119.0274423,684.9499963,700,33.38335599,4,1,NA,NA,NA,0.00108902,1,2.285085675,3,medium,0.8,1.82806854,2,4 day,96,700
Sec,6_3B,0,Southern California Edison,0.5,115160.0833,15353,33.84500311,-118.377856,115378.0365,138200,217.953193,12,2,0.805290461,4520,NA,NA,1.2,0.805290461,4,high_medium,1,0.805290461,3,8 day,192,115200
W,6_3B,1,Southern California Edison,0.99,63974.19884,4066,33.80899626,-118.1556935,52495.76917,64000,11478.42967,12,1,NA,4520,NA,NA,1,1.768386576,3,medium,0.8,1.414709261,3,8 day,192,64000
CC,2_3C,1,Pacific Gas & Electric Company,0.25,6010.724309,13120,38.44097,-122.7111323,6705.46452,7200,694.7402111,7,1,NA,NA,0.002040365,NA,1.2,0.86322248,2,low_medium,0.666666667,0.575481654,3,8 day,192,6000
Sec,15_3B,0,Imperial Irrigation District,0.01,1705.352786,2727,33.57339859,-116.1632209,4949.965364,2000,3244.612578,3,1,NA,NA,NA,-3.76E-05,1.2,0.981748211,5,high,1.333333333,1.308997615,3,8 day,192,1700
CC,2_3C,1,Pacific Gas & Electric Company,0.75,21253.63252,13566,38.47905591,-122.6612848,18680.94612,25500,2572.686397,12,2,0.615435187,3330,NA,NA,1.2,0.615435187,2,low_medium,0.666666667,0.410290125,1,2 day,48,21300
Sec,12_3B,1,Pacific Gas & Electric Company,0.25,62916.35818,3996,37.32675942,-120.4764585,62928.79409,88100,12.4359181,1,2,0.518051418,3110,NA,NA,1.4,0.518051418,2,low_medium,0.666666667,0.345367612,1,2 day,48,62900
Sec,15_2B,0,Imperial Irrigation District,0.25,62916.35818,7741,32.8165948,-115.3694671,54240.09115,75500,8676.267021,6,2,0.609409948,NA,0.002878244,NA,1.2,0.609409948,3,medium,0.8,0.487527959,3,8 day,192,62900
W,6_3B,1,Southern California Edison,0.99,63974.19884,4066,33.80899626,-118.1556935,52495.76917,64000,11478.42967,4,1,NA,NA,NA,0.001143548,1,2.406191498,1,low,0.5,1.203095749,2,4 day,96,64000
Sec,6_3B,0,Southern California Edison,0.5,115160.0833,15353,33.84500311,-118.377856,115378.0365,138200,217.953193,4,1,NA,NA,NA,0.000264129,1.2,1.156045392,5,high,1.333333333,1.541393856,3,8 day,192,115200
Pri,6_3B,1,Los Angeles Department of Water & Power,0.1,12924.50181,7386,33.95882987,-118.425226,14880.96981,16800,1956.467997,12,2,0.610198364,4520,NA,NA,1.3,0.610198364,2,low_medium,0.666666667,0.406798909,1,2 day,48,12900
Sec,16_4B,0,Pacific Gas & Electric Company,0.1,24146.00849,10105,37.67282621,-119.8085458,18630.87543,29000,5515.13306,4,1,NA,NA,NA,0.000540595,1.2,1.348180828,5,high,1.333333333,1.797574437,2,4 day,96,24100
W,10_3B,0,Southern California Edison,0.75,14812.45113,12558,33.75170644,-116.9152975,14706.29394,14800,106.1571856,8,1,NA,NA,0.001277491,NA,1,1.656723117,2,low_medium,0.666666667,1.104482078,2,4 day,96,14800
CC,7_3B,1,San Diego Gas & Electric,0.75,21253.63252,4772,32.74746843,-117.1002168,21252.4888,25500,1.143713175,7,1,0.686637546,NA,NA,NA,1.2,0.686637546,1,low,0.5,0.343318773,2,4 day,96,21300
W,3_3C,1,Pacific Gas & Electric Company,0.9,25203.47763,3455,37.81342144,-122.2143842,25156.73889,25200,46.73874229,12,2,1.485164131,3500,NA,NA,1,1.485164131,2,low_medium,0.666666667,0.990109421,2,4 day,96,25200
W,4_3C,0,Pacific Gas & Electric Company,0.9,25203.47763,15713,37.29298307,-121.9579034,24652.08689,25200,551.3907398,7,1,NA,NA,0.001053747,NA,1,2.011254155,2,low_medium,0.666666667,1.340836103,3,8 day,192,25200
Coll,12_3B,0,Sacramento Municipal Utility District,0.5,19634.8968,5156,38.59169669,-121.2814125,27458.72099,19600,7823.824191,4,1,NA,NA,NA,0.000494583,1,1.352235594,1,low,0.5,0.676117797,3,8 day,192,19600
Pri,12_3B,1,Sacramento Municipal Utility District,0.5,52939.76874,15469,38.54049317,-121.5057002,51964.85494,68800,974.9137929,8,1,NA,NA,NA,7.34E-05,1.3,1.035441004,1,low,0.5,0.517720502,2,4 day,96,52900
W,10_3B,1,City of Riverside,0.25,4413.584968,18260,33.94176739,-117.4623169,4346.092775,4400,67.49219259,7,1,1.638924727,NA,NA,NA,1,1.638924727,5,high,1.333333333,2.185232969,1,2 day,48,4400
CC,16_3B,1,Southern California Edison,0.5,11698.76992,17201,34.24202796,-117.2770702,8929.138604,14000,2769.63132,12,2,0.776435794,4180,NA,NA,1.2,0.776435794,2,low_medium,0.666666667,0.517623863,1,2 day,48,11700
Coll,10_3B,1,Southern California Edison,0.75,100591.4455,7498,33.993418,-117.6760966,43228.19068,100600,57363.25483,4,1,NA,NA,NA,0.000451474,1,1.306423952,3,medium,0.8,1.045139162,2,4 day,96,100600
CC,11_3B,1,Pacific Gas & Electric Company,0.9,35182.88873,11768,40.57384044,-122.3853475,34233.2409,42200,949.6478253,3,1,NA,NA,NA,-8.71E-05,1.2,0.949230186,4,high_medium,1,0.949230186,1,2 day,48,35200
W,5_3C,0,Pacific Gas & Electric Company,0.99,63974.19884,83,34.90596193,-120.4292315,78061.39049,64000,14087.19166,5,1,NA,NA,NA,0.001206959,1,2.51027026,1,low,0.5,1.25513513,2,4 day,96,64000
W,12_3B,0,Turlock Irrigation District,0.01,1066.972869,4393,37.42697791,-120.778856,1527.775141,1100,460.8022717,1,2,1.322242671,3110,NA,NA,1,1.322242671,1,low,0.5,0.661121335,2,4 day,96,1100
Sec,12_3B,1,Sacramento Municipal Utility District,0.01,1705.352786,5069,38.56951069,-121.3999547,2875.327258,2400,1169.974472,6,1,NA,NA,0.002218441,NA,1.4,0.675838325,2,low_medium,0.666666667,0.450558883,1,2 day,48,1700
Coll,7_3B,1,San Diego Gas & Electric,0.5,19634.8968,9761,32.71016229,-117.1541982,19199.9607,19600,434.936103,6,2,0.971573911,NA,0.001849674,NA,1,0.971573911,4,high_medium,1,0.971573911,3,8 day,192,19600
Pri,8_3B,1,Southern California Edison,0.5,52939.76874,1482,33.73416905,-117.7874576,52929.48146,68800,10.28727175,7,1,NA,NA,NA,3.38E-05,1.3,1.017027759,4,high_medium,1,1.017027759,1,2 day,48,52900
Sec,6_3B,1,Los Angeles Department of Water & Power,0.75,196445.8043,2675,34.00044132,-118.4471774,192037.4465,275000,4408.357782,6,1,NA,NA,0.001847866,NA,1.4,0.710371472,3,medium,0.8,0.568297178,1,2 day,48,196400
Pri,3_3B,0,Pacific Gas & Electric Company,0.25,34543.24085,2004,37.931994,-122.3641409,35283.55142,34500,740.3105691,1,1,0.642100723,NA,NA,NA,1,0.642100723,5,high,1.333333333,0.856134297,2,4 day,96,34500
Pri,8_3B,0,Southern California Edison,0.5,52939.76874,1411,33.77762378,-117.9761209,52674.68405,52900,265.0846839,12,2,0.795639536,4670,NA,NA,1,0.795639536,5,high,1.333333333,1.060852715,3,8 day,192,52900
Sec,11_5B,0,Pacific Gas & Electric Company,0.1,24146.00849,322,39.21164863,-121.0634548,43463.69075,29000,19317.68227,8,1,NA,NA,NA,0.000184913,1.2,1.092266724,3,medium,0.8,0.873813379,2,4 day,96,24100
Sec,10_3B,0,Southern California Edison,0.25,62916.35818,17326,34.05856316,-117.4454068,70175.65294,75500,7259.294768,6,2,0.771383744,NA,0.002151556,NA,1.2,0.771383744,4,high_medium,1,0.771383744,1,2 day,48,62900
Pri,1_4C,0,Pacific Gas & Electric Company,0.5,52939.76874,16549,40.87906263,-124.1003029,54323.48486,52900,1383.716129,6,1,NA,NA,0.001659224,NA,1,0.965860628,4,high_medium,1,0.965860628,2,4 day,96,52900
W,10_3B,0,Southern California Edison,0.5,8158.175525,17533,34.12054772,-117.4397457,8059.709618,8200,98.46590699,12,1,NA,4890,NA,NA,1,1.963572097,5,high,1.333333333,2.618096129,3,8 day,192,8200
W,14_3B,0,Southern California Edison,0.99,63974.19884,1556,34.67404792,-118.1863243,48772.99987,64000,15201.19896,3,1,NA,NA,NA,0.001355895,1,2.803426,2,low_medium,0.666666667,1.868950667,3,8 day,192,64000
Pri,12_3B,1,Sacramento Municipal Utility District,0.5,52939.76874,15469,38.54049317,-121.5057002,51964.85494,68800,974.9137929,8,1,NA,NA,NA,7.34E-05,1.3,1.035441004,4,high_medium,1,1.035441004,2,4 day,96,52900
CC,3_3B,0,Pacific Gas & Electric Company,0.9,35182.88873,4213,37.93589453,-122.3440602,23981.72937,35200,11201.15936,12,2,0.758156258,3430,NA,NA,1,0.758156258,1,low,0.5,0.379078129,1,2 day,48,35200
Pri,6_3C,0,Southern California Edison,0.5,52939.76874,604,34.45023309,-119.8008253,53588.95638,52900,649.1876469,6,1,NA,NA,0.001943416,NA,1,0.939647983,2,low_medium,0.666666667,0.626431989,2,4 day,96,52900
Coll,9_3B,0,Southern California Edison,1,1181339.045,12391,34.04791359,-117.8438169,1181339.045,1181300,0,12,1,NA,4790,NA,NA,1,0.979502496,5,high,1.333333333,1.306003327,3,8 day,192,1181300
CC,12_3B,1,Pacific Gas & Electric Company,0.99,118774.7684,13406,38.13882734,-121.2642252,50600.79997,142500,68173.96847,7,1,NA,NA,0.002819978,NA,1.2,0.631438626,5,high,1.333333333,0.841918168,1,2 day,48,118800
Sec,6_3C,0,Southern California Edison,0.75,196445.8043,4814,34.43832943,-119.878806,207515.7587,235700,11069.9545,7,1,NA,NA,NA,0.000396332,1.2,1.252577429,2,low_medium,0.666666667,0.835051619,3,8 day,192,196400
W,6_3B,1,Southern California Edison,0.1,2543.392154,18524,33.63668951,-117.9113988,2627.877057,2500,84.48490248,4,1,NA,NA,NA,0.001143548,1,2.406191498,1,low,0.5,1.203095749,2,4 day,96,2500
CC,9_3B,1,Southern California Edison,0.75,21253.63252,2260,34.14795176,-118.148407,22855.76171,25500,1602.129191,12,1,NA,4790,NA,NA,1.2,0.732821609,3,medium,0.8,0.586257287,3,8 day,192,21300
Sec,12_4B,0,Pacific Gas & Electric Company,0.25,62916.35818,6427,38.34828417,-120.9349418,67692.11319,75500,4775.755018,6,1,NA,NA,0.002046711,NA,1.2,0.853453346,3,medium,0.8,0.682762677,2,4 day,96,62900
Sec,14_4B,0,Southern California Edison,0.1,24146.00849,18515,35.97857049,-116.2729566,34089.75235,29000,9943.743863,12,1,NA,5390,NA,NA,1.2,1.039555531,3,medium,0.8,0.831644425,2,4 day,96,24100
Coll,14_3B,0,Southern California Edison,0.75,100591.4455,14911,34.14103233,-116.2150882,117165.7963,100600,16574.35083,3,1,NA,NA,NA,0.000698416,1,1.495567925,1,low,0.5,0.747783962,3,8 day,192,100600
W,10_3B,1,Southern California Edison,0.25,4413.584968,14897,33.92266376,-117.5461315,4422.527518,4400,8.942550853,8,1,NA,NA,0.001277491,NA,1,1.656723117,3,medium,0.8,1.325378494,3,8 day,192,4400
Sec,8_3B,1,Los Angeles Department of Water & Power,0.5,115160.0833,1706,34.00321014,-118.2599071,123488.023,161200,8327.939612,6,2,0.636973337,NA,0.002090095,NA,1.4,0.636973337,4,high_medium,1,0.636973337,3,8 day,192,115200
Pri,12_3B,1,Sacramento Municipal Utility District,0.5,52939.76874,15469,38.54049317,-121.5057002,51964.85494,68800,974.9137929,8,1,NA,NA,NA,7.34E-05,1.3,1.035441004,2,low_medium,0.666666667,0.690294003,1,2 day,48,52900
Pri,16_3B,0,Southern California Edison,0.5,52939.76874,598,34.24042116,-116.9089432,52774.60721,52900,165.1615282,1,1,0.784123982,NA,NA,NA,1,0.784123982,5,high,1.333333333,1.045498643,3,8 day,192,52900
Pri,2_3C,1,Pacific Gas & Electric Company,0.75,67085.79308,1544,38.46100603,-122.7207868,63900.9913,87200,3184.801784,7,1,NA,NA,NA,0.000406228,1.3,1.237933618,5,high,1.333333333,1.650578158,3,8 day,192,67100
Pri,11_3B,1,Pacific Gas & Electric Company,0.75,67085.79308,12723,40.63043956,-122.403412,66064.2708,87200,1021.522287,6,1,NA,NA,0.002451971,NA,1.3,0.643022813,5,high,1.333333333,0.85736375,1,2 day,48,67100
Sec,2_3C,1,Pacific Gas & Electric Company,0.9,259158.6438,13570,38.44001444,-122.6837097,259100.9308,362800,57.7129754,8,1,NA,NA,NA,0.000357102,1.4,1.205689365,1,low,0.5,0.602844683,3,8 day,192,259200
W,8_3B,0,Southern California Edison,0,651.5666403,9104,33.85550896,-118.1328295,853.2173709,700,201.6507305,8,1,NA,NA,0.001224268,NA,1,1.66709061,2,low_medium,0.666666667,1.11139374,2,4 day,96,700
W,16_3B,0,Southern California Edison,0.75,14812.45113,15721,34.81927161,-118.9926963,14578.92384,14800,233.5272937,12,2,1.788471146,4180,NA,NA,1,1.788471146,4,high_medium,1,1.788471146,3,8 day,192,14800
W,7_3B,1,San Diego Gas & Electric,0.99,63974.19884,18546,32.996721,-117.1965404,58867.86138,64000,5106.337454,9,1,1.747938075,NA,NA,NA,1,1.747938075,5,high,1.333333333,2.3305841,3,8 day,192,64000
CC,8_3B,1,Los Angeles Department of Water & Power,0.9,35182.88873,6808,34.01228082,-118.289512,25286.16299,42200,9896.725738,10,1,0.617513789,NA,NA,NA,1.2,0.617513789,4,high_medium,1,0.617513789,3,8 day,192,35200
CC,6_3B,1,Southern California Edison,0.01,1176.130698,9027,33.78653869,-118.1001587,2251.322397,1400,1075.191699,4,1,NA,NA,NA,-2.78E-05,1.2,0.985967189,4,high_medium,1,0.985967189,3,8 day,192,1200
Pri,12_3C,1,Pacific Gas & Electric Company,0.75,67085.79308,12362,37.65197567,-121.8858821,65700.7798,87200,1385.013284,7,1,NA,NA,NA,0.000239175,1.3,1.126622269,5,high,1.333333333,1.502163025,2,4 day,96,67100
