category,cz_cec_doe,city_ind,utility,Freq,roof_sqft.x,OID,latitude,longitude,roof_sqft.y,floor_sqft,diff,month,n,min_io,min_irr,max_p,max_punmet,num_floors,in_over_out_mo,clp_index,clp_name,clp_multiplier,critical_load_pct,dur_index,dur_name,dur_duration,roof_sqft
W,11_3B,1,Pacific Gas & Electric Company,0.25,4413.584968,13501,40.57810779,-122.3617998,4460.938526,4400,47.35355885,7,1,NA,NA,0.001375573,NA,1,1.555479696,2,low_medium,0.666666667,1.036986464,1,2 day,48,4400
W,12_3B,1,Pacific Gas & Electric Company,0.5,8158.175525,4255,37.31369481,-120.5045301,8160.254273,8200,2.07874871,4,1,NA,NA,NA,0.001089371,1,2.346004695,3,medium,0.8,1.876803756,1,2 day,48,8200
Pri,16_3C,0,Southern California Edison,0.25,34543.24085,15262,34.44200343,-119.2801146,37245.67882,34500,2702.43797,6,1,NA,NA,0.002084833,NA,1,0.923257225,3,medium,0.8,0.73860578,2,4 day,96,34500
W,12_3B,0,Turlock Irrigation District,0.75,14812.45113,4459,37.38516917,-120.7293454,14281.09942,14800,531.3517115,4,1,NA,NA,NA,0.001089371,1,2.346004695,4,high_medium,1,2.346004695,3,8 day,192,14800
Coll,8_3B,1,Los Angeles Department of Water & Power,0.1,1977.955545,7092,33.96888138,-118.2948664,2309.086336,2000,331.1307907,7,1,NA,NA,NA,0.000396041,1,1.24377742,3,medium,0.8,0.995021936,3,8 day,192,2000
Sec,13_3B,0,Southern California Edison,0.75,196445.8043,1613,36.20821725,-119.3385364,189235.6715,235700,7210.132754,1,2,0.633544125,3260,NA,NA,1.2,0.633544125,3,medium,0.8,0.5068353,1,2 day,48,196400
Pri,8_3B,1,City of Anaheim Public Utilities Department,0.25,34543.24085,16765,33.84527107,-117.7411805,36352.48384,44900,1809.24299,12,2,0.612030413,4670,NA,NA,1.3,0.612030413,4,high_medium,1,0.612030413,2,4 day,96,34500
CC,10_3B,1,San Diego Gas & Electric,0.5,11698.76992,15667,32.71230737,-117.0023334,13846.46785,14000,2147.697928,12,1,NA,4890,NA,NA,1.2,0.821098294,1,low,0.5,0.410549147,3,8 day,192,11700
Coll,6_3B,1,Southern California Edison,0.1,1977.955545,7413,33.95568926,-118.3785844,875.5964883,2000,1102.359057,6,1,NA,NA,0.001847866,NA,1,0.994520061,2,low_medium,0.666666667,0.663013374,3,8 day,192,2000
W,6_3B,1,Southern California Edison,0.99,63974.19884,4066,33.80899626,-118.1556935,52495.76917,64000,11478.42967,8,1,NA,NA,0.001078518,NA,1,1.81700799,2,low_medium,0.666666667,1.21133866,2,4 day,96,64000
Pri,16_4B,0,Pacific Gas & Electric Company,0.1,12924.50181,2011,38.93815007,-119.9741424,14484.81487,12900,1560.313054,8,1,NA,NA,NA,0.000559872,1,1.359681343,4,high_medium,1,1.359681343,3,8 day,192,12900
Pri,12_3C,0,Pacific Gas & Electric Company,0.9,82302.16623,5261,37.68509988,-121.7418611,82077.11444,82300,225.051796,12,1,NA,3690,NA,NA,1,0.701314362,5,high,1.333333333,0.935085816,1,2 day,48,82300
Sec,2_3C,0,Pacific Gas & Electric Company,0.5,115160.0833,1548,38.55758684,-122.8059502,109234.0286,138200,5926.054789,6,1,NA,NA,0.001677944,NA,1.2,1.015065896,4,high_medium,1,1.015065896,3,8 day,192,115200
W,9_3B,1,Los Angeles Department of Water & Power,0.9,25203.47763,8481,34.15304507,-118.6302707,24850.32162,25200,353.1560095,8,1,NA,NA,0.001165313,NA,1,1.798767564,2,low_medium,0.666666667,1.199178376,2,4 day,96,25200
W,16_3C,0,Southern California Edison,0.75,14812.45113,15241,34.44824118,-119.2740206,13964.6289,14800,847.8222306,7,1,1.808908367,NA,NA,NA,1,1.808908367,4,high_medium,1,1.808908367,1,2 day,48,14800
Pri,8_3B,1,Los Angeles Department of Water & Power,0.5,52939.76874,1184,34.01280264,-118.2467552,52412.07458,68800,527.6941517,6,1,NA,NA,0.002226249,NA,1.3,0.644018489,4,high_medium,1,0.644018489,1,2 day,48,52900
CC,8_3B,1,City of Anaheim Public Utilities Department,0.75,21253.63252,14632,33.82813681,-117.9785097,23700.80133,25500,2447.168815,3,1,NA,NA,NA,-0.000326439,1.2,0.844790271,1,low,0.5,0.422395135,1,2 day,48,21300
Pri,4_3C,0,Pacific Gas & Electric Company,0.5,52939.76874,17400,37.35978512,-122.1000781,52874.19367,52900,65.57506805,7,1,NA,NA,NA,0.000730704,1,1.526198214,4,high_medium,1,1.526198214,2,4 day,96,52900
Pri,8_3B,0,Southern California Edison,0.9,82302.16623,1740,33.97374768,-118.238866,82144.92161,82300,157.2446244,6,1,NA,NA,0.002226249,NA,1,0.837224036,4,high_medium,1,0.837224036,2,4 day,96,82300
CC,3_3B,1,Pacific Gas & Electric Company,0.75,21253.63252,969,38.13408771,-122.2349951,22204.22709,25500,950.5945753,7,1,NA,NA,0.001884442,NA,1.2,0.890996226,1,low,0.5,0.445498113,1,2 day,48,21300
Pri,8_3B,1,Southern California Edison,0.5,52939.76874,1482,33.73416905,-117.7874576,52929.48146,68800,10.28727175,7,1,NA,NA,NA,3.38E-05,1.3,1.017027759,2,low_medium,0.666666667,0.678018506,1,2 day,48,52900
Sec,9_3B,1,Los Angeles Department of Water & Power,0.99,363477.3211,6696,34.2531563,-118.5859201,340542.0744,508900,22935.24666,7,1,NA,NA,NA,-9.91E-05,1.4,0.954265401,1,low,0.5,0.477132701,3,8 day,192,363500
CC,9_3B,0,Southern California Edison,0.1,3198.771136,11568,33.96915894,-118.0376287,2857.041478,3200,341.7296584,10,1,0.805023413,NA,NA,NA,1,0.805023413,4,high_medium,1,0.805023413,3,8 day,192,3200
Sec,4_3C,1,Pacific Gas & Electric Company,0.25,62916.35818,14759,37.28200036,-121.8297695,63877.55515,88100,961.1969744,12,2,0.632563291,3750,NA,NA,1.4,0.632563291,3,medium,0.8,0.506050633,2,4 day,96,62900
W,6_3C,0,Southern California Edison,0.1,2543.392154,17277,34.42087412,-119.5969858,2731.691206,2500,188.2990517,12,1,NA,4790,NA,NA,1,1.938557453,2,low_medium,0.666666667,1.292371635,3,8 day,192,2500
Pri,10_3B,0,Southern California Edison,0.5,52939.76874,9810,34.1055756,-117.6425818,52180.80975,52900,758.9589875,8,1,NA,NA,NA,0.00048298,1,1.295677068,1,low,0.5,0.647838534,3,8 day,192,52900
W,16_4B,0,Pacific Gas & Electric Company,0.5,8158.175525,2009,38.93812961,-119.9758503,10835.9709,8200,2677.795379,7,2,1.590164643,NA,0.001254281,NA,1,1.590164643,1,low,0.5,0.795082322,2,4 day,96,8200
W,7_3B,1,San Diego Gas & Electric,0.25,4413.584968,12880,32.70301661,-117.1254691,4414.800304,4400,1.215336312,12,1,NA,5140,NA,NA,1,2.010952876,4,high_medium,1,2.010952876,2,4 day,96,4400
W,4_3C,1,Pacific Gas & Electric Company,0.01,1066.972869,14665,37.28415736,-121.9025525,1230.381541,1100,163.4086721,5,1,NA,NA,NA,0.001097679,1,2.24408335,2,low_medium,0.666666667,1.496055566,1,2 day,48,1100
CC,2_3C,1,Pacific Gas & Electric Company,0.5,11698.76992,5375,38.45920074,-122.7308913,11685.28918,14000,13.48074505,7,1,NA,NA,0.002040365,NA,1.2,0.86322248,5,high,1.333333333,1.150963307,1,2 day,48,11700
CC,10_3B,0,Southern California Edison,0.99,118774.7684,18598,34.06611152,-117.6095701,146387.2282,118800,27612.45977,12,1,NA,4890,NA,NA,1,0.985317953,4,high_medium,1,0.985317953,2,4 day,96,118800
W,12_3B,1,Pacific Gas & Electric Company,0,651.5666403,3022,37.91945261,-122.0218367,835.5309469,700,183.9643066,4,1,NA,NA,NA,0.001089371,1,2.346004695,4,high_medium,1,2.346004695,1,2 day,48,700
W,1_4C,0,Pacific Gas & Electric Company,0.25,4413.584968,13057,40.59694636,-124.1505338,4581.025412,4400,167.4404441,12,2,1.256024522,2960,NA,NA,1,1.256024522,2,low_medium,0.666666667,0.837349682,2,4 day,96,4400
W,2_3C,1,Pacific Gas & Electric Company,0.75,14812.45113,17086,37.97505513,-122.5335222,15824.38714,14800,1011.936008,8,1,NA,NA,NA,0.00117192,1,2.272022864,1,low,0.5,1.136011432,2,4 day,96,14800
W,16_3C,0,Southern California Edison,0.9,25203.47763,15290,34.44353364,-119.2518262,19996.84575,25200,5206.631885,4,1,NA,NA,NA,0.001132032,1,2.433130929,1,low,0.5,1.216565464,1,2 day,48,25200
CC,4_3C,1,Pacific Gas & Electric Company,0.1,3198.771136,12521,37.34549071,-121.9908761,3136.482566,3800,62.2885699,7,1,NA,NA,0.00225119,NA,1.2,0.784530628,2,low_medium,0.666666667,0.523020418,1,2 day,48,3200
Sec,2_4B,0,Pacific Gas & Electric Company,0.1,24146.00849,15587,39.16609478,-122.9017865,18641.83555,29000,5504.172931,8,1,NA,NA,NA,0.00033743,1.2,1.183676981,4,high_medium,1,1.183676981,2,4 day,96,24100
Pri,10_3B,1,Southern California Edison,0.75,67085.79308,16404,34.05344661,-117.1987152,64183.56127,87200,2902.231814,7,1,NA,NA,NA,1.42E-06,1.3,1.000687751,1,low,0.5,0.500343876,3,8 day,192,67100
Sec,12_3B,0,Sacramento Municipal Utility District,0.01,1705.352786,2213,38.42629896,-121.3355721,9648.758408,2000,7943.405621,6,1,NA,NA,0.002218441,NA,1.2,0.788478046,2,low_medium,0.666666667,0.52565203,3,8 day,192,1700
Sec,8_3B,0,San Diego Gas & Electric,0.25,62916.35818,16078,33.56978364,-117.6550957,61576.33269,75500,1340.02549,6,2,0.74313556,NA,0.002090095,NA,1.2,0.74313556,3,medium,0.8,0.594508448,3,8 day,192,62900
CC,12_3C,0,Pacific Gas & Electric Company,0.25,6010.724309,4978,37.68683959,-121.784892,5043.595127,6000,967.1291816,4,1,NA,NA,NA,0.000349786,1,1.230138991,3,medium,0.8,0.984111193,2,4 day,96,6000
W,1_3C,0,Pacific Gas & Electric Company,0.1,2543.392154,591,39.30517758,-123.7965863,2676.551386,2500,133.1592311,12,2,1.325142779,3110,NA,NA,1,1.325142779,5,high,1.333333333,1.766857038,2,4 day,96,2500
W,10_3B,1,Southern California Edison,0,651.5666403,15819,34.03324537,-117.154935,755.386733,700,103.8200927,8,1,NA,NA,0.001277491,NA,1,1.656723117,1,low,0.5,0.828361559,1,2 day,48,700
Pri,2_3C,1,Pacific Gas & Electric Company,0.01,1655.672317,18579,37.96384458,-122.5263574,1238.957283,2200,416.715034,7,1,NA,NA,NA,0.000406228,1.3,1.237933618,2,low_medium,0.666666667,0.825289079,3,8 day,192,1700
Pri,10_3B,0,Southern California Edison,0.75,67085.79308,17447,34.12941111,-117.4739802,67213.63416,67100,127.8410736,8,1,NA,NA,NA,0.00048298,1,1.295677068,2,low_medium,0.666666667,0.863784712,2,4 day,96,67100
Pri,13_3B,1,Pacific Gas & Electric Company,0.25,34543.24085,4769,35.41052032,-119.0993762,33832.4898,44900,710.7510461,8,1,NA,NA,NA,-4.74E-05,1.3,0.978424664,5,high,1.333333333,1.304566218,1,2 day,48,34500
W,10_3B,0,Southern California Edison,0.9,25203.47763,15245,33.9871048,-117.711416,25203.69322,25200,0.21558681,7,1,1.638924727,NA,NA,NA,1,1.638924727,1,low,0.5,0.819462363,2,4 day,96,25200
Pri,12_3B,0,Sacramento Municipal Utility District,0.9,82302.16623,14287,38.39974827,-121.4061502,78708.66417,82300,3593.502065,1,2,0.580003246,3110,NA,NA,1,0.580003246,4,high_medium,1,0.580003246,3,8 day,192,82300
W,9_3C,1,Southern California Edison,0.99,63974.19884,13186,34.20028604,-118.8410103,44920.76614,64000,19053.4327,12,1,NA,4830,NA,NA,1,1.911487574,5,high,1.333333333,2.548650099,3,8 day,192,64000
CC,14_3B,0,Southern California Edison,0.1,3198.771136,394,34.1240657,-116.4183526,3475.43021,3200,276.6590737,12,1,NA,5660,NA,NA,1,1.251068345,4,high_medium,1,1.251068345,2,4 day,96,3200
W,9_3C,0,Southern California Edison,0.25,4413.584968,16571,34.41573024,-118.7913242,4591.26793,4400,177.6829627,4,1,NA,NA,NA,0.001131,1,2.404184802,4,high_medium,1,2.404184802,3,8 day,192,4400
CC,3_3C,1,Pacific Gas & Electric Company,0.5,11698.76992,3695,37.72709194,-122.4333202,11764.76026,14000,65.99033225,4,1,NA,NA,NA,0.000192002,1.2,1.117495352,5,high,1.333333333,1.489993802,1,2 day,48,11700
W,6_3B,0,San Diego Gas & Electric,0.9,25203.47763,15330,33.50241443,-117.6625943,24272.09161,25200,931.386028,10,1,1.689014655,NA,NA,NA,1,1.689014655,5,high,1.333333333,2.25201954,2,4 day,96,25200
Pri,6_3B,0,San Diego Gas & Electric,0.25,34543.24085,1354,33.42929903,-117.6092876,24858.22294,34500,9685.017905,7,1,NA,NA,NA,0.000522221,1,1.37542818,4,high_medium,1,1.37542818,3,8 day,192,34500
Pri,12_3B,0,Turlock Irrigation District,0.99,150264.4189,13736,37.52645256,-120.8014661,125684.9109,150300,24579.50802,1,2,0.580003246,3110,NA,NA,1,0.580003246,3,medium,0.8,0.464002597,2,4 day,96,150300
W,15_2B,1,Imperial Irrigation District,0.01,1066.972869,14230,32.78933607,-115.5439012,1064.287004,1100,2.685865396,12,1,NA,5600,NA,NA,1,2.261921001,2,low_medium,0.666666667,1.507947334,2,4 day,96,1100
Sec,8_3B,1,Los Angeles Department of Water & Power,0.9,259158.6438,1678,33.93560819,-118.2672474,256074.2598,362800,3084.384013,6,2,0.636973337,NA,0.002090095,NA,1.4,0.636973337,1,low,0.5,0.318486669,2,4 day,96,259200
Sec,8_3B,0,San Diego Gas & Electric,0.1,24146.00849,2736,33.54118102,-117.6687073,2879.458949,29000,21266.54954,12,1,NA,4670,NA,NA,1.2,0.799565261,2,low_medium,0.666666667,0.533043507,3,8 day,192,24100
CC,9_3C,1,Southern California Edison,0.5,11698.76992,2331,34.1930308,-118.8801463,10164.19729,14000,1534.57263,12,1,NA,4830,NA,NA,1.2,0.792895653,1,low,0.5,0.396447826,2,4 day,96,11700
W,10_3B,1,Southern California Edison,0,651.5666403,15819,34.03324537,-117.154935,755.386733,700,103.8200927,4,1,NA,NA,NA,0.00107352,1,2.261010924,3,medium,0.8,1.808808739,2,4 day,96,700
W,12_3C,1,Pacific Gas & Electric Company,0.99,63974.19884,1976,37.66732643,-121.8778629,34315.96127,64000,29658.23756,5,1,NA,NA,NA,0.001114384,1,2.274566167,2,low_medium,0.666666667,1.516377445,3,8 day,192,64000
W,10_3B,1,Southern California Edison,0.5,8158.175525,16661,34.05383853,-117.1812236,8182.403756,8200,24.22823148,12,1,NA,4890,NA,NA,1,1.963572097,3,medium,0.8,1.570857677,1,2 day,48,8200
W,12_3C,1,Pacific Gas & Electric Company,0.99,63974.19884,1976,37.66732643,-121.8778629,34315.96127,64000,29658.23756,7,1,NA,NA,0.001120053,NA,1,1.899966451,3,medium,0.8,1.519973161,2,4 day,96,64000
CC,9_3B,0,Southern California Edison,0.5,11698.76992,16051,34.37538117,-118.5295052,12395.60784,11700,696.8379145,8,1,NA,NA,0.002558643,NA,1,0.819233789,5,high,1.333333333,1.092311719,3,8 day,192,11700
Pri,15_2B,0,Imperial Irrigation District,0.5,52939.76874,9297,33.23729151,-115.5175639,50160.52042,52900,2779.248316,6,2,0.746631695,NA,0.00281911,NA,1,0.746631695,5,high,1.333333333,0.995508926,1,2 day,48,52900
W,16_5B,0,Pacific Gas & Electric Company,0.9,25203.47763,13102,40.28128668,-121.109405,21602.15215,25200,3601.325486,12,2,1.471851852,3440,NA,NA,1,1.471851852,2,low_medium,0.666666667,0.981234568,2,4 day,96,25200
Sec,5_3C,1,Pacific Gas & Electric Company,0.25,62916.35818,4840,35.12619921,-120.5709547,70890.31327,88100,7973.955095,7,1,NA,NA,NA,0.000357803,1.4,1.217838182,1,low,0.5,0.608919091,2,4 day,96,62900
CC,14_3B,0,Southern California Edison,0.1,3198.771136,394,34.1240657,-116.4183526,3475.43021,3200,276.6590737,3,1,NA,NA,NA,0.000629576,1,1.425917475,2,low_medium,0.666666667,0.95061165,2,4 day,96,3200
Coll,12_3B,0,Pacific Gas & Electric Company,0.75,100591.4455,18531,38.39435359,-121.9413061,54691.57244,100600,45899.87307,6,1,NA,NA,0.002218441,NA,1,0.946173655,3,medium,0.8,0.756938924,3,8 day,192,100600
W,13_3B,0,Pacific Gas & Electric Company,0.1,2543.392154,14091,35.35482738,-119.0534374,2544.074047,2500,0.681893009,1,2,1.386016433,3260,NA,NA,1,1.386016433,3,medium,0.8,1.108813146,1,2 day,48,2500
W,9_3B,1,Southern California Edison,0.5,8158.175525,5612,34.2423332,-118.253437,8286.946912,8200,128.7713877,10,1,1.727401578,NA,NA,NA,1,1.727401578,5,high,1.333333333,2.303202104,2,4 day,96,8200
W,12_3B,0,Sacramento Municipal Utility District,0.75,14812.45113,16366,38.64295063,-121.3305334,15251.24551,14800,438.7943758,1,2,1.322242671,3110,NA,NA,1,1.322242671,1,low,0.5,0.661121335,1,2 day,48,14800
Pri,12_3B,1,Sacramento Municipal Utility District,0.5,52939.76874,15469,38.54049317,-121.5057002,51964.85494,68800,974.9137929,6,1,NA,NA,0.002322793,NA,1.3,0.695128132,1,low,0.5,0.347564066,1,2 day,48,52900
Coll,16_4B,0,Southern California Edison,0.1,1977.955545,17041,37.37314553,-117.979216,3278.417576,2000,1300.462031,6,2,0.975739411,NA,0.002124441,NA,1,0.975739411,1,low,0.5,0.487869705,2,4 day,96,2000
CC,16_5B,0,Pacific Gas & Electric Company,0.25,6010.724309,14751,41.31812051,-122.3098561,5765.363495,6000,245.3608141,7,1,NA,NA,0.00244225,NA,1,0.849955744,2,low_medium,0.666666667,0.566637162,3,8 day,192,6000
Sec,2_3C,1,Pacific Gas & Electric Company,0.75,196445.8043,9888,38.33140928,-122.3218617,188338.4883,275000,8107.31598,12,2,0.569451957,3330,NA,NA,1.4,0.569451957,1,low,0.5,0.284725978,2,4 day,96,196400
Pri,12_3B,0,Modesto Irrigation District,0.01,1655.672317,15584,37.74053681,-121.1299251,3755.303292,1700,2099.630976,1,2,0.580003246,3110,NA,NA,1,0.580003246,5,high,1.333333333,0.773337661,2,4 day,96,1700
Pri,15_2B,0,Imperial Irrigation District,0.9,82302.16623,16398,32.81353627,-115.3723909,86662.29611,82300,4360.129879,12,1,NA,5600,NA,NA,1,1.013290415,1,low,0.5,0.506645208,1,2 day,48,82300
W,12_3B,0,Turlock Irrigation District,0.99,63974.19884,6422,37.51501103,-120.8390452,36920.1396,64000,27054.05923,4,1,NA,NA,NA,0.001089371,1,2.346004695,3,medium,0.8,1.876803756,2,4 day,96,64000
Pri,5_3C,0,Pacific Gas & Electric Company,0,678.8926162,1095,35.03995789,-120.4996942,1512.157489,700,833.2648727,6,1,NA,NA,0.001852312,NA,1,1.068933574,3,medium,0.8,0.855146859,1,2 day,48,700
CC,9_3B,1,Los Angeles Department of Water & Power,0.99,118774.7684,8532,34.17960976,-118.5318619,99879.16686,142500,18895.60158,3,1,NA,NA,NA,-0.000168232,1.2,0.916012718,1,low,0.5,0.458006359,3,8 day,192,118800
Pri,12_3B,1,Sacramento Municipal Utility District,0.5,52939.76874,15469,38.54049317,-121.5057002,51964.85494,68800,974.9137929,6,1,NA,NA,0.002322793,NA,1.3,0.695128132,1,low,0.5,0.347564066,2,4 day,96,52900
Pri,13_3B,1,Southern California Edison,0.1,12924.50181,1714,36.34460112,-119.259917,20502.59564,16800,7578.093828,1,2,0.467675138,3260,NA,NA,1.3,0.467675138,2,low_medium,0.666666667,0.311783425,2,4 day,96,12900
CC,16_3B,0,Pacific Gas & Electric Company,0.25,6010.724309,14718,39.02001898,-120.8165401,5592.076184,6000,418.6481247,9,1,NA,NA,NA,0.000690917,1,1.481729875,5,high,1.333333333,1.975639834,1,2 day,48,6000
Sec,7_3B,1,San Diego Gas & Electric,0.01,1705.352786,4753,32.71858395,-117.1626226,8532.991784,2400,6827.638998,6,2,0.693981365,NA,0.001849674,NA,1.4,0.693981365,2,low_medium,0.666666667,0.462654243,1,2 day,48,1700
W,7_3B,1,San Diego Gas & Electric,0.25,4413.584968,12880,32.70301661,-117.1254691,4414.800304,4400,1.215336312,8,1,NA,NA,0.001103082,NA,1,1.792336535,4,high_medium,1,1.792336535,3,8 day,192,4400
CC,5_3C,1,Pacific Gas & Electric Company,0.75,21253.63252,1947,34.95798981,-120.4393348,23727.53133,25500,2473.898807,4,1,NA,NA,NA,0.000166628,1.2,1.0933835,2,low_medium,0.666666667,0.728922333,3,8 day,192,21300
W,6_3B,0,Southern California Edison,0,651.5666403,15956,33.60065251,-117.6754991,657.9660996,700,6.399459288,12,1,NA,4520,NA,NA,1,1.768386576,2,low_medium,0.666666667,1.178924384,1,2 day,48,700
CC,6_3B,1,Southern California Edison,0.01,1176.130698,9027,33.78653869,-118.1001587,2251.322397,1400,1075.191699,8,1,NA,NA,0.002325857,NA,1.2,0.70213382,1,low,0.5,0.35106691,2,4 day,96,1200
W,8_3B,1,City of Anaheim Public Utilities Department,0.1,2543.392154,14711,33.84448092,-117.9267056,1847.260719,2500,696.1314356,4,1,NA,NA,NA,0.001008885,1,2.1264538,3,medium,0.8,1.70116304,1,2 day,48,2500
Coll,4_3C,1,Pacific Gas & Electric Company,0.99,780061.4012,2815,37.31987797,-122.0457874,648493.6057,780100,131567.7955,7,1,NA,NA,NA,0.000720438,1,1.514998204,3,medium,0.8,1.211998563,1,2 day,48,780100
W,3_3C,0,Pacific Gas & Electric Company,0.99,63974.19884,4051,37.54512447,-122.2723839,48724.00575,64000,15250.19308,4,1,NA,NA,NA,0.001116299,1,2.572632541,4,high_medium,1,2.572632541,1,2 day,48,64000
W,6_3B,1,Southern California Edison,0.9,25203.47763,3071,33.77012922,-118.1954536,24903.22824,25200,300.249392,4,1,NA,NA,NA,0.001143548,1,2.406191498,1,low,0.5,1.203095749,1,2 day,48,25200
Coll,12_3B,1,Modesto Irrigation District,0.9,457404.7752,18511,37.65156747,-121.00933,406293.1104,457400,51111.66475,6,1,NA,NA,0.002218441,NA,1,0.946173655,3,medium,0.8,0.756938924,1,2 day,48,457400
W,4_3C,0,Pacific Gas & Electric Company,0.1,2543.392154,1349,37.1173292,-121.6286401,2537.155852,2500,6.236302681,5,1,NA,NA,NA,0.001097679,1,2.24408335,5,high,1.333333333,2.992111133,3,8 day,192,2500
W,15_3B,0,Southern California Edison,0.01,1066.972869,15692,33.78872889,-116.4005646,1460.278748,1100,393.305879,7,2,1.211594444,NA,0.001624624,NA,1,1.211594444,3,medium,0.8,0.969275555,3,8 day,192,1100
Pri,6_3C,0,Southern California Edison,0.1,12924.50181,15125,34.47412886,-120.1996903,11999.09718,12900,925.4046307,6,1,NA,NA,0.001943416,NA,1,0.939647983,3,medium,0.8,0.751718386,2,4 day,96,12900
W,10_3B,0,Southern California Edison,0.9,25203.47763,15245,33.9871048,-117.711416,25203.69322,25200,0.21558681,7,1,1.638924727,NA,NA,NA,1,1.638924727,2,low_medium,0.666666667,1.092616485,3,8 day,192,25200
Sec,10_3B,1,Southern California Edison,0.1,24146.00849,2046,34.03205013,-117.1550939,26512.34963,33800,2366.341145,12,1,NA,4890,NA,NA,1.4,0.772399125,2,low_medium,0.666666667,0.51493275,3,8 day,192,24100
Sec,2_3C,0,Pacific Gas & Electric Company,0.1,24146.00849,1546,38.54196226,-122.8194553,27787.28081,29000,3641.272326,12,2,0.664360616,3330,NA,NA,1.2,0.664360616,5,high,1.333333333,0.885814155,1,2 day,48,24100
CC,15_3B,0,Southern California Edison,0.5,11698.76992,86,33.91017064,-116.7821804,11035.27691,11700,663.4930108,7,2,0.517773518,NA,0.003801633,NA,1,0.517773518,3,medium,0.8,0.414218814,1,2 day,48,11700
Coll,16_5B,0,Pacific Gas & Electric Company,0.5,19634.8968,5296,39.3214831,-120.2029179,18194.42478,19600,1440.472024,6,1,NA,NA,0.001770136,NA,1,1.125117419,4,high_medium,1,1.125117419,2,4 day,96,19600
Coll,15_3B,0,Southern California Edison,0.75,100591.4455,5544,33.66235332,-114.652325,120862.7109,100600,20271.26543,6,2,0.720056886,NA,0.002890898,NA,1,0.720056886,4,high_medium,1,0.720056886,3,8 day,192,100600
W,8_3B,1,Los Angeles Department of Water & Power,0.5,8158.175525,5327,33.93494641,-118.2402517,7926.367545,8200,231.8079797,10,1,1.605678478,NA,NA,NA,1,1.605678478,2,low_medium,0.666666667,1.070452319,3,8 day,192,8200
Sec,8_3B,0,Southern California Edison,0.25,62916.35818,2508,33.98003408,-118.2282334,62077.35688,75500,839.0012979,12,1,NA,4670,NA,NA,1.2,0.799565261,5,high,1.333333333,1.066087014,3,8 day,192,62900
Pri,16_3C,0,Southern California Edison,0.75,67085.79308,15146,34.44460099,-119.2569164,64670.82345,67100,2414.969628,6,1,NA,NA,0.002084833,NA,1,0.923257225,5,high,1.333333333,1.231009634,2,4 day,96,67100
Coll,9_3B,0,Southern California Edison,0.5,19634.8968,15632,34.17410128,-118.117686,20390.26382,19600,755.3670156,6,2,0.97777127,NA,0.001983442,NA,1,0.97777127,1,low,0.5,0.488885635,2,4 day,96,19600
Pri,13_3B,1,Pacific Gas & Electric Company,0.25,34543.24085,4769,35.41052032,-119.0993762,33832.4898,44900,710.7510461,8,1,NA,NA,NA,-4.74E-05,1.3,0.978424664,4,high_medium,1,0.978424664,2,4 day,96,34500
CC,12_3C,0,Pacific Gas & Electric Company,0.1,3198.771136,13827,37.7069024,-121.7373908,2692.272211,3200,506.4989251,4,1,NA,NA,NA,0.000349786,1,1.230138991,3,medium,0.8,0.984111193,2,4 day,96,3200
Pri,6_3B,0,Southern California Edison,0.01,1655.672317,1491,33.6777507,-117.9563744,2105.747641,1700,450.0753239,6,1,NA,NA,0.002044039,NA,1,0.899072714,2,low_medium,0.666666667,0.599381809,3,8 day,192,1700
CC,5_3C,0,Pacific Gas & Electric Company,0.25,6010.724309,1340,35.45227225,-120.9055677,5355.537178,6000,655.1871307,12,2,1.000798918,4770,NA,NA,1,1.000798918,5,high,1.333333333,1.334398558,1,2 day,48,6000
Pri,12_3B,0,Modesto Irrigation District,0.5,52939.76874,6636,37.7439028,-121.1187767,47865.79814,52900,5073.970598,8,1,NA,NA,NA,0.0005516,1,1.346073306,1,low,0.5,0.673036653,1,2 day,48,52900
CC,12_3B,1,Pacific Gas & Electric Company,0.5,11698.76992,3549,37.95549935,-121.2602419,12169.84965,14000,471.0797285,1,2,0.573813159,3110,NA,NA,1.2,0.573813159,5,high,1.333333333,0.765084213,1,2 day,48,11700
Pri,12_3B,1,Modesto Irrigation District,0.75,67085.79308,14488,37.67364678,-120.9717883,66269.09064,87200,816.7024408,1,2,0.446156343,3110,NA,NA,1.3,0.446156343,1,low,0.5,0.223078172,3,8 day,192,67100
Pri,2_3C,0,Pacific Gas & Electric Company,0.9,82302.16623,1380,38.50336026,-122.4711463,83634.43778,82300,1332.271551,12,2,0.634774094,3330,NA,NA,1,0.634774094,2,low_medium,0.666666667,0.423182729,1,2 day,48,82300
CC,16_6B,0,Southern California Edison,0.01,1176.130698,7474,37.96061366,-119.1212108,1777.529881,1200,601.3991836,7,1,NA,NA,0.002255582,NA,1,0.871385739,3,medium,0.8,0.697108591,2,4 day,96,1200
W,9_3B,1,Southern California Edison,0.25,4413.584968,5574,34.23536489,-118.2570748,4529.054651,4400,115.4696837,10,1,1.727401578,NA,NA,NA,1,1.727401578,4,high_medium,1,1.727401578,1,2 day,48,4400
Coll,3_3C,1,Pacific Gas & Electric Company,0.5,19634.8968,6402,37.79571164,-122.4047105,19634.8968,19600,0,7,1,NA,NA,NA,0.000670953,1,1.731595775,3,medium,0.8,1.38527662,2,4 day,96,19600
